Model,MDO32
Firmware Version,1.6.0

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,2e-06,
Horizontal Delay,5.4e-06,
Sample Interval,2e-09,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.5,0.02
Vertical Position,-1.98,-2.32
,,
,,
,,
Label,,
TIME,CH1,CH2
1.1490e-05,0.276172,0.00976875
1.1492e-05,0.270156,0.00800937
1.1494e-05,0.268203,0.0111281
1.1496e-05,0.266172,0.00976875
1.1498e-05,0.272188,0.00936875
1.1500e-05,0.266172,0.00849062
1.1502e-05,0.266172,0.00816875
1.1504e-05,0.266172,0.00912812
1.1506e-05,0.268203,0.00705
1.1508e-05,0.270156,0.0100094
1.1510e-05,0.268203,0.00985
1.1512e-05,0.268203,0.00816875
1.1514e-05,0.268203,0.00672812
1.1516e-05,0.262188,0.00865
1.1518e-05,0.268203,0.0104094
1.1520e-05,0.262188,0.00625
1.1522e-05,0.268203,0.00920937
1.1524e-05,0.258203,0.00889062
1.1526e-05,0.266172,0.00945
1.1528e-05,0.264141,0.01025
1.1530e-05,0.258203,0.0092875
1.1532e-05,0.260156,0.00776875
1.1534e-05,0.266172,0.00792812
1.1536e-05,0.260156,0.00936875
1.1538e-05,0.264141,0.00769062
1.1540e-05,0.256172,0.0103281
1.1542e-05,0.260156,0.0092875
1.1544e-05,0.258203,0.00865
1.1546e-05,0.260156,0.00792812
1.1548e-05,0.256172,0.00689062
1.1550e-05,0.254141,0.0109687
1.1552e-05,0.256172,0.00809062
1.1554e-05,0.260156,0.00776875
1.1556e-05,0.254141,0.00729062
1.1558e-05,0.264141,0.00960937
1.1560e-05,0.252188,0.00952812
1.1562e-05,0.258203,0.00825
1.1564e-05,0.254141,0.00745
1.1566e-05,0.254141,0.00585
1.1568e-05,0.262188,0.00769062
1.1570e-05,0.258203,0.00649062
1.1572e-05,0.260156,0.0104094
1.1574e-05,0.256172,0.0100875
1.1576e-05,0.256172,0.00905
1.1578e-05,0.244219,0.00553125
1.1580e-05,0.254141,0.00760937
1.1582e-05,0.248203,0.0104094
1.1584e-05,0.246172,0.0105687
1.1586e-05,0.250156,0.00976875
1.1588e-05,0.248203,0.00752812
1.1590e-05,0.246172,0.0104875
1.1592e-05,0.248203,0.00769062
1.1594e-05,0.248203,0.00705
1.1596e-05,0.248203,0.00945
1.1598e-05,0.248203,0.0108094
1.1600e-05,0.246172,0.00473125
1.1602e-05,0.244219,0.00736875
1.1604e-05,0.242188,0.00905
1.1606e-05,0.240156,0.00720937
1.1608e-05,0.242188,0.00952812
1.1610e-05,0.242188,0.00912812
1.1612e-05,0.242188,0.00849062
1.1614e-05,0.246172,0.00912812
1.1616e-05,0.240156,0.00816875
1.1618e-05,0.246172,0.00792812
1.1620e-05,0.242188,0.00889062
1.1622e-05,0.244219,0.00736875
1.1624e-05,0.240156,0.00832812
1.1626e-05,0.234219,0.00832812
1.1628e-05,0.242188,0.00729062
1.1630e-05,0.238203,0.00736875
1.1632e-05,0.234219,0.00936875
1.1634e-05,0.236172,0.00729062
1.1636e-05,0.232187,0.00696875
1.1638e-05,0.236172,0.00576875
1.1640e-05,0.236172,0.00905
1.1642e-05,0.238203,0.00785
1.1644e-05,0.244219,0.00633125
1.1646e-05,0.238203,0.00849062
1.1648e-05,0.234219,0.00656875
1.1650e-05,0.236172,0.00889062
1.1652e-05,0.238203,0.00936875
1.1654e-05,0.236172,0.00665
1.1656e-05,0.234219,0.00600937
1.1658e-05,0.234219,0.00536875
1.1660e-05,0.240156,0.00960937
1.1662e-05,0.234219,0.00856875
1.1664e-05,0.234219,0.0096875
1.1666e-05,0.234219,0.00456875
1.1668e-05,0.234219,0.00705
1.1670e-05,0.228203,0.00625
1.1672e-05,0.232187,0.00960937
1.1674e-05,0.234219,0.00912812
1.1676e-05,0.232187,0.00769062
1.1678e-05,0.232187,0.00729062
1.1680e-05,0.224219,0.00696875
1.1682e-05,0.224219,0.00745
1.1684e-05,0.228203,0.00872812
1.1686e-05,0.222187,0.00849062
1.1688e-05,0.216172,0.0092875
1.1690e-05,0.224219,0.00569062
1.1692e-05,0.226172,0.00529062
1.1694e-05,0.226172,0.00712812
1.1696e-05,0.226172,0.00729062
1.1698e-05,0.222187,0.00992812
1.1700e-05,0.222187,0.00792812
1.1702e-05,0.224219,0.00696875
1.1704e-05,0.224219,0.00409062
1.1706e-05,0.218203,0.00665
1.1708e-05,0.220156,0.00880937
1.1710e-05,0.220156,0.0092875
1.1712e-05,0.216172,0.00905
1.1714e-05,0.218203,0.00720937
1.1716e-05,0.216172,0.00760937
1.1718e-05,0.218203,0.00825
1.1720e-05,0.220156,0.00720937
1.1722e-05,0.220156,0.00689062
1.1724e-05,0.214219,0.00785
1.1726e-05,0.214219,0.00456875
1.1728e-05,0.216172,0.00489062
1.1730e-05,0.212187,0.00696875
1.1732e-05,0.210156,0.00792812
1.1734e-05,0.216172,0.00809062
1.1736e-05,0.216172,0.00809062
1.1738e-05,0.220156,0.00816875
1.1740e-05,0.210156,0.00425
1.1742e-05,0.212187,0.00736875
1.1744e-05,0.214219,0.00680937
1.1746e-05,0.216172,0.00809062
1.1748e-05,0.212187,0.00609062
1.1750e-05,0.212187,0.00569062
1.1752e-05,0.204219,0.00585
1.1754e-05,0.208203,0.00769062
1.1756e-05,0.216172,0.00696875
1.1758e-05,0.214219,0.00809062
1.1760e-05,0.208203,0.00609062
1.1762e-05,0.206172,0.00712812
1.1764e-05,0.202187,0.00553125
1.1766e-05,0.212187,0.00809062
1.1768e-05,0.206172,0.00776875
1.1770e-05,0.208203,0.00696875
1.1772e-05,0.208203,0.00609062
1.1774e-05,0.208203,0.00712812
1.1776e-05,0.210156,0.0101687
1.1778e-05,0.202187,0.00672812
1.1780e-05,0.210156,0.00633125
1.1782e-05,0.200156,0.00689062
1.1784e-05,0.212187,0.00865
1.1786e-05,0.202187,0.00856875
1.1788e-05,0.198203,0.00640937
1.1790e-05,0.208203,0.00792812
1.1792e-05,0.206172,0.00633125
1.1794e-05,0.204219,0.00745
1.1796e-05,0.196172,0.0105687
1.1798e-05,0.206172,0.00785
1.1800e-05,0.200156,0.00609062
1.1802e-05,0.200156,0.00752812
1.1804e-05,0.202187,0.00825
1.1806e-05,0.206172,0.00785
1.1808e-05,0.198203,0.00545
1.1810e-05,0.198203,0.00705
1.1812e-05,0.206172,0.00800937
1.1814e-05,0.196172,0.00665
1.1816e-05,0.202187,0.00825
1.1818e-05,0.198203,0.00689062
1.1820e-05,0.200156,0.00553125
1.1822e-05,0.198203,0.00625
1.1824e-05,0.202187,0.00809062
1.1826e-05,0.194219,0.00960937
1.1828e-05,0.190156,0.00593125
1.1830e-05,0.194219,0.00456875
1.1832e-05,0.194219,0.00776875
1.1834e-05,0.196172,0.00849062
1.1836e-05,0.192187,0.00545
1.1838e-05,0.200156,0.00520937
1.1840e-05,0.194219,0.00736875
1.1842e-05,0.190156,0.00785
1.1844e-05,0.192187,0.00649062
1.1846e-05,0.190156,0.00385
1.1848e-05,0.190156,0.00496875
1.1850e-05,0.190156,0.00729062
1.1852e-05,0.186172,0.00816875
1.1854e-05,0.184219,0.00745
1.1856e-05,0.194219,0.00680937
1.1858e-05,0.192187,0.00769062
1.1860e-05,0.192187,0.00465
1.1862e-05,0.188203,0.00649062
1.1864e-05,0.190156,0.00865
1.1866e-05,0.190156,0.00769062
1.1868e-05,0.190156,0.00952812
1.1870e-05,0.188203,0.00593125
1.1872e-05,0.196172,0.00600937
1.1874e-05,0.186172,0.00880937
1.1876e-05,0.188203,0.00665
1.1878e-05,0.182187,0.00752812
1.1880e-05,0.184219,0.00609062
1.1882e-05,0.186172,0.00505
1.1884e-05,0.184219,0.00705
1.1886e-05,0.180234,0.00689062
1.1888e-05,0.186172,0.00616875
1.1890e-05,0.186172,0.00865
1.1892e-05,0.182187,0.00880937
1.1894e-05,0.180234,0.00672812
1.1896e-05,0.176172,0.00513125
1.1898e-05,0.170234,0.00689062
1.1900e-05,0.182187,0.00856875
1.1902e-05,0.178203,0.00656875
1.1904e-05,0.178203,0.00816875
1.1906e-05,0.174219,0.00825
1.1908e-05,0.174219,0.00809062
1.1910e-05,0.182187,0.00745
1.1912e-05,0.178203,0.00689062
1.1914e-05,0.180234,0.00696875
1.1916e-05,0.178203,0.00880937
1.1918e-05,0.180234,0.00849062
1.1920e-05,0.180234,0.0100875
1.1922e-05,0.180234,0.00505
1.1924e-05,0.176172,0.00585
1.1926e-05,0.176172,0.00776875
1.1928e-05,0.172187,0.00992812
1.1930e-05,0.170234,0.00785
1.1932e-05,0.174219,0.00776875
1.1934e-05,0.172187,0.00545
1.1936e-05,0.172187,0.00832812
1.1938e-05,0.164219,0.00640937
1.1940e-05,0.182187,0.01065
1.1942e-05,0.174219,0.00705
1.1944e-05,0.174219,0.00385
1.1946e-05,0.174219,0.00656875
1.1948e-05,0.170234,0.00840937
1.1950e-05,0.172187,0.00529062
1.1952e-05,0.174219,0.00633125
1.1954e-05,0.168203,0.00505
1.1956e-05,0.174219,0.00760937
1.1958e-05,0.170234,0.00976875
1.1960e-05,0.172187,0.00760937
1.1962e-05,0.174219,0.00529062
1.1964e-05,0.166172,0.00560937
1.1966e-05,0.168203,0.00800937
1.1968e-05,0.164219,0.00825
1.1970e-05,0.162187,0.00769062
1.1972e-05,0.168203,0.00585
1.1974e-05,0.164219,0.00905
1.1976e-05,0.166172,0.00689062
1.1978e-05,0.168203,0.00633125
1.1980e-05,0.164219,0.00585
1.1982e-05,0.168203,0.00832812
1.1984e-05,0.164219,0.00729062
1.1986e-05,0.170234,0.00593125
1.1988e-05,0.170234,0.00880937
1.1990e-05,0.174219,0.00656875
1.1992e-05,0.164219,0.00433125
1.1994e-05,0.160234,0.00576875
1.1996e-05,0.162187,0.00696875
1.1998e-05,0.158203,0.0108094
1.2000e-05,0.164219,0.00760937
1.2002e-05,0.162187,0.00377187
1.2004e-05,0.162187,0.00689062
1.2006e-05,0.160234,0.00665
1.2008e-05,0.158203,0.0109687
1.2010e-05,0.154219,0.00705
1.2012e-05,0.154219,0.00520937
1.2014e-05,0.158203,0.00680937
1.2016e-05,0.158203,0.00816875
1.2018e-05,0.164219,0.00905
1.2020e-05,0.156172,0.00640937
1.2022e-05,0.158203,0.00712812
1.2024e-05,0.158203,0.00825
1.2026e-05,0.160234,0.00785
1.2028e-05,0.158203,0.00760937
1.2030e-05,0.158203,0.00809062
1.2032e-05,0.160234,0.00985
1.2034e-05,0.156172,0.00456875
1.2036e-05,0.152187,0.00832812
1.2038e-05,0.154219,0.00672812
1.2040e-05,0.152187,0.00792812
1.2042e-05,0.160234,0.00665
1.2044e-05,0.156172,0.00505
1.2046e-05,0.158203,0.00800937
1.2048e-05,0.152187,0.00616875
1.2050e-05,0.156172,0.00912812
1.2052e-05,0.152187,0.00769062
1.2054e-05,0.148203,0.00689062
1.2056e-05,0.150234,0.00849062
1.2058e-05,0.154219,0.00513125
1.2060e-05,0.150234,0.00689062
1.2062e-05,0.152187,0.00633125
1.2064e-05,0.146172,0.00792812
1.2066e-05,0.148203,0.00809062
1.2068e-05,0.152187,0.00480937
1.2070e-05,0.150234,0.00825
1.2072e-05,0.146172,0.00665
1.2074e-05,0.150234,0.00656875
1.2076e-05,0.148203,0.0112094
1.2078e-05,0.150234,0.00585
1.2080e-05,0.150234,0.00840937
1.2082e-05,0.140234,0.00792812
1.2084e-05,0.140234,0.00649062
1.2086e-05,0.144219,0.00849062
1.2088e-05,0.142188,0.00489062
1.2090e-05,0.146172,0.00752812
1.2092e-05,0.146172,0.00880937
1.2094e-05,0.148203,0.00760937
1.2096e-05,0.148203,0.00665
1.2098e-05,0.142188,0.00656875
1.2100e-05,0.142188,0.0100094
1.2102e-05,0.140234,0.00640937
1.2104e-05,0.140234,0.00792812
1.2106e-05,0.142188,0.00520937
1.2108e-05,0.140234,0.00776875
1.2110e-05,0.146172,0.00865
1.2112e-05,0.146172,0.00672812
1.2114e-05,0.144219,0.0108875
1.2116e-05,0.144219,0.00736875
1.2118e-05,0.144219,0.00680937
1.2120e-05,0.144219,0.00656875
1.2122e-05,0.142188,0.00545
1.2124e-05,0.140234,0.00840937
1.2126e-05,0.144219,0.00712812
1.2128e-05,0.138203,0.00825
1.2130e-05,0.144219,0.00745
1.2132e-05,0.142188,0.00720937
1.2134e-05,0.136172,0.00473125
1.2136e-05,0.138203,0.00505
1.2138e-05,0.140234,0.00745
1.2140e-05,0.136172,0.00825
1.2142e-05,0.134219,0.00880937
1.2144e-05,0.134219,0.00600937
1.2146e-05,0.138203,0.00569062
1.2148e-05,0.132188,0.00496875
1.2150e-05,0.136172,0.00776875
1.2152e-05,0.132188,0.0101687
1.2154e-05,0.134219,0.00736875
1.2156e-05,0.134219,0.00760937
1.2158e-05,0.136172,0.00456875
1.2160e-05,0.126172,0.00849062
1.2162e-05,0.140234,0.00680937
1.2164e-05,0.134219,0.00769062
1.2166e-05,0.134219,0.00849062
1.2168e-05,0.136172,0.00640937
1.2170e-05,0.130234,0.00720937
1.2172e-05,0.132188,0.00449062
1.2174e-05,0.134219,0.00896875
1.2176e-05,0.130234,0.00936875
1.2178e-05,0.132188,0.00872812
1.2180e-05,0.134219,0.00536875
1.2182e-05,0.132188,0.00680937
1.2184e-05,0.132188,0.00625
1.2186e-05,0.128203,0.00640937
1.2188e-05,0.126172,0.00809062
1.2190e-05,0.128203,0.00865
1.2192e-05,0.128203,0.0100094
1.2194e-05,0.132188,0.00529062
1.2196e-05,0.122188,0.00816875
1.2198e-05,0.128203,0.00800937
1.2200e-05,0.126172,0.00776875
1.2202e-05,0.124219,0.00976875
1.2204e-05,0.126172,0.00496875
1.2206e-05,0.126172,0.0092875
1.2208e-05,0.124219,0.00760937
1.2210e-05,0.128203,0.00809062
1.2212e-05,0.128203,0.00872812
1.2214e-05,0.126172,0.00625
1.2216e-05,0.126172,0.0096875
1.2218e-05,0.126172,0.00800937
1.2220e-05,0.124219,0.00785
1.2222e-05,0.124219,0.00800937
1.2224e-05,0.126172,0.00649062
1.2226e-05,0.120234,0.00920937
1.2228e-05,0.126172,0.00553125
1.2230e-05,0.122188,0.00640937
1.2232e-05,0.122188,0.0121687
1.2234e-05,0.122188,0.00593125
1.2236e-05,0.112187,0.00920937
1.2238e-05,0.120234,0.00689062
1.2240e-05,0.120234,0.00849062
1.2242e-05,0.11625,0.00705
1.2244e-05,0.11625,0.00680937
1.2246e-05,0.114219,0.00856875
1.2248e-05,0.118203,0.00769062
1.2250e-05,0.114219,0.00912812
1.2252e-05,0.120234,0.00729062
1.2254e-05,0.118203,0.00696875
1.2256e-05,0.114219,0.00593125
1.2258e-05,0.118203,0.00769062
1.2260e-05,0.11625,0.00745
1.2262e-05,0.122188,0.00752812
1.2264e-05,0.110234,0.00553125
1.2266e-05,0.11625,0.00656875
1.2268e-05,0.11625,0.00585
1.2270e-05,0.118203,0.00696875
1.2272e-05,0.120234,0.00840937
1.2274e-05,0.11625,0.00896875
1.2276e-05,0.114219,0.00720937
1.2278e-05,0.120234,0.00776875
1.2280e-05,0.118203,0.00745
1.2282e-05,0.11625,0.00880937
1.2284e-05,0.118203,0.00609062
1.2286e-05,0.112187,0.00665
1.2288e-05,0.118203,0.00825
1.2290e-05,0.118203,0.00729062
1.2292e-05,0.11625,0.00896875
1.2294e-05,0.118203,0.00416875
1.2296e-05,0.118203,0.00760937
1.2298e-05,0.114219,0.0100875
1.2300e-05,0.11625,0.00585
1.2302e-05,0.114219,0.00832812
1.2304e-05,0.112187,0.00856875
1.2306e-05,0.110234,0.00473125
1.2308e-05,0.104219,0.00752812
1.2310e-05,0.114219,0.00705
1.2312e-05,0.114219,0.00672812
1.2314e-05,0.112187,0.00832812
1.2316e-05,0.110234,0.00776875
1.2318e-05,0.110234,0.00872812
1.2320e-05,0.110234,0.00576875
1.2322e-05,0.10625,0.00792812
1.2324e-05,0.110234,0.00785
1.2326e-05,0.104219,0.00760937
1.2328e-05,0.108203,0.00785
1.2330e-05,0.112187,0.00585
1.2332e-05,0.112187,0.00729062
1.2334e-05,0.102187,0.00840937
1.2336e-05,0.108203,0.00553125
1.2338e-05,0.110234,0.00593125
1.2340e-05,0.108203,0.00792812
1.2342e-05,0.10625,0.00633125
1.2344e-05,0.102187,0.00760937
1.2346e-05,0.112187,0.00449062
1.2348e-05,0.108203,0.00776875
1.2350e-05,0.102187,0.00656875
1.2352e-05,0.10625,0.00616875
1.2354e-05,0.108203,0.00569062
1.2356e-05,0.110234,0.00553125
1.2358e-05,0.102187,0.00776875
1.2360e-05,0.10625,0.00593125
1.2362e-05,0.108203,0.00689062
1.2364e-05,0.104219,0.00992812
1.2366e-05,0.108203,0.00545
1.2368e-05,0.10625,0.00712812
1.2370e-05,0.102187,0.00712812
1.2372e-05,0.10625,0.00689062
1.2374e-05,0.108203,0.00649062
1.2376e-05,0.112187,0.00665
1.2378e-05,0.102187,0.00665
1.2380e-05,0.102187,0.00809062
1.2382e-05,0.0982031,0.00705
1.2384e-05,0.102187,0.00792812
1.2386e-05,0.0982031,0.00600937
1.2388e-05,0.104219,0.00792812
1.2390e-05,0.102187,0.00633125
1.2392e-05,0.0982031,0.00696875
1.2394e-05,0.09625,0.0092875
1.2396e-05,0.100234,0.00585
1.2398e-05,0.100234,0.00760937
1.2400e-05,0.108203,0.00905
1.2402e-05,0.100234,0.00665
1.2404e-05,0.104219,0.00920937
1.2406e-05,0.0982031,0.00672812
1.2408e-05,0.10625,0.00680937
1.2410e-05,0.0942188,0.00865
1.2412e-05,0.108203,0.00665
1.2414e-05,0.102187,0.00856875
1.2416e-05,0.0982031,0.00912812
1.2418e-05,0.102187,0.00729062
1.2420e-05,0.0942188,0.00633125
1.2422e-05,0.0921875,0.00545
1.2424e-05,0.0982031,0.00825
1.2426e-05,0.102187,0.00769062
1.2428e-05,0.100234,0.00752812
1.2430e-05,0.0882031,0.00553125
1.2432e-05,0.100234,0.00849062
1.2434e-05,0.100234,0.00640937
1.2436e-05,0.09625,0.00865
1.2438e-05,0.0921875,0.00729062
1.2440e-05,0.104219,0.00760937
1.2442e-05,0.0982031,0.00752812
1.2444e-05,0.0921875,0.00465
1.2446e-05,0.0982031,0.00760937
1.2448e-05,0.0921875,0.00800937
1.2450e-05,0.0921875,0.00736875
1.2452e-05,0.0882031,0.00816875
1.2454e-05,0.0902344,0.00633125
1.2456e-05,0.0921875,0.00745
1.2458e-05,0.0942188,0.00649062
1.2460e-05,0.0942188,0.00672812
1.2462e-05,0.0982031,0.00800937
1.2464e-05,0.0882031,0.00553125
1.2466e-05,0.0902344,0.00825
1.2468e-05,0.0942188,0.00689062
1.2470e-05,0.0882031,0.00609062
1.2472e-05,0.0942188,0.00840937
1.2474e-05,0.08625,0.00689062
1.2476e-05,0.0921875,0.00680937
1.2478e-05,0.0842188,0.00880937
1.2480e-05,0.0921875,0.00553125
1.2482e-05,0.0902344,0.00976875
1.2484e-05,0.0902344,0.00760937
1.2486e-05,0.0942188,0.00672812
1.2488e-05,0.0902344,0.00736875
1.2490e-05,0.08625,0.00465
1.2492e-05,0.08625,0.00889062
1.2494e-05,0.0882031,0.00832812
1.2496e-05,0.0882031,0.00569062
1.2498e-05,0.0882031,0.00600937
1.2500e-05,0.0882031,0.00496875
1.2502e-05,0.08625,0.00712812
1.2504e-05,0.0842188,0.00856875
1.2506e-05,0.0842188,0.00672812
1.2508e-05,0.08625,0.00696875
1.2510e-05,0.0842188,0.00665
1.2512e-05,0.0921875,0.00640937
1.2514e-05,0.0921875,0.00585
1.2516e-05,0.0882031,0.00800937
1.2518e-05,0.0821875,0.00896875
1.2520e-05,0.0842188,0.00720937
1.2522e-05,0.0842188,0.00520937
1.2524e-05,0.0882031,0.00729062
1.2526e-05,0.0902344,0.00536875
1.2528e-05,0.08625,0.00680937
1.2530e-05,0.0821875,0.00880937
1.2532e-05,0.0882031,0.00696875
1.2534e-05,0.0921875,0.00856875
1.2536e-05,0.0802344,0.00633125
1.2538e-05,0.0802344,0.00705
1.2540e-05,0.0842188,0.00800937
1.2542e-05,0.0821875,0.00889062
1.2544e-05,0.0842188,0.00985
1.2546e-05,0.08625,0.00616875
1.2548e-05,0.0842188,0.00745
1.2550e-05,0.0802344,0.00832812
1.2552e-05,0.0802344,0.00585
1.2554e-05,0.07625,0.00496875
1.2556e-05,0.0842188,0.00672812
1.2558e-05,0.0802344,0.00832812
1.2560e-05,0.07625,0.00800937
1.2562e-05,0.0842188,0.00409062
1.2564e-05,0.07625,0.00496875
1.2566e-05,0.0802344,0.00545
1.2568e-05,0.0842188,0.00640937
1.2570e-05,0.0742188,0.00752812
1.2572e-05,0.0782031,0.00569062
1.2574e-05,0.07625,0.00656875
1.2576e-05,0.0802344,0.00529062
1.2578e-05,0.07625,0.00785
1.2580e-05,0.07625,0.00680937
1.2582e-05,0.07625,0.00665
1.2584e-05,0.0742188,0.00496875
1.2586e-05,0.0782031,0.00529062
1.2588e-05,0.0721875,0.00769062
1.2590e-05,0.07625,0.00569062
1.2592e-05,0.0742188,0.00832812
1.2594e-05,0.07625,0.00696875
1.2596e-05,0.0782031,0.00825
1.2598e-05,0.0802344,0.00785
1.2600e-05,0.07625,0.00729062
1.2602e-05,0.0842188,0.00729062
1.2604e-05,0.0802344,0.00489062
1.2606e-05,0.0782031,0.00640937
1.2608e-05,0.0821875,0.00633125
1.2610e-05,0.0821875,0.00640937
1.2612e-05,0.0802344,0.00696875
1.2614e-05,0.0782031,0.00513125
1.2616e-05,0.0782031,0.00816875
1.2618e-05,0.0802344,0.00840937
1.2620e-05,0.07625,0.00513125
1.2622e-05,0.0702344,0.00745
1.2624e-05,0.0721875,0.00656875
1.2626e-05,0.0742188,0.00649062
1.2628e-05,0.0721875,0.00752812
1.2630e-05,0.0782031,0.00792812
1.2632e-05,0.0742188,0.00593125
1.2634e-05,0.0721875,0.00553125
1.2636e-05,0.0721875,0.00760937
1.2638e-05,0.0721875,0.00305
1.2640e-05,0.0702344,0.00480937
1.2642e-05,0.0782031,0.00649062
1.2644e-05,0.07625,0.00576875
1.2646e-05,0.0742188,0.00689062
1.2648e-05,0.0702344,0.00489062
1.2650e-05,0.0742188,0.00649062
1.2652e-05,0.0702344,0.00593125
1.2654e-05,0.0721875,0.00656875
1.2656e-05,0.07625,0.00696875
1.2658e-05,0.0682031,0.00625
1.2660e-05,0.0742188,0.00553125
1.2662e-05,0.0702344,0.00745
1.2664e-05,0.0682031,0.00809062
1.2666e-05,0.0742188,0.00840937
1.2668e-05,0.07625,0.00625
1.2670e-05,0.07625,0.00409062
1.2672e-05,0.0782031,0.00776875
1.2674e-05,0.0742188,0.00656875
1.2676e-05,0.0721875,0.00600937
1.2678e-05,0.07625,0.00505
1.2680e-05,0.0721875,0.00640937
1.2682e-05,0.0742188,0.00809062
1.2684e-05,0.0721875,0.00800937
1.2686e-05,0.0742188,0.00776875
1.2688e-05,0.0702344,0.00545
1.2690e-05,0.0702344,0.00489062
1.2692e-05,0.0742188,0.00656875
1.2694e-05,0.0742188,0.00593125
1.2696e-05,0.0702344,0.00840937
1.2698e-05,0.06625,0.00553125
1.2700e-05,0.0742188,0.00760937
1.2702e-05,0.0721875,0.00680937
1.2704e-05,0.0702344,0.00720937
1.2706e-05,0.06625,0.00529062
1.2708e-05,0.0721875,0.00633125
1.2710e-05,0.0702344,0.00656875
1.2712e-05,0.0682031,0.00825
1.2714e-05,0.0682031,0.00600937
1.2716e-05,0.0702344,0.00536875
1.2718e-05,0.0702344,0.00553125
1.2720e-05,0.0682031,0.00745
1.2722e-05,0.0621875,0.00769062
1.2724e-05,0.0702344,0.00600937
1.2726e-05,0.06625,0.00752812
1.2728e-05,0.0702344,0.00600937
1.2730e-05,0.0682031,0.00529062
1.2732e-05,0.06625,0.00729062
1.2734e-05,0.0682031,0.00640937
1.2736e-05,0.06625,0.00640937
1.2738e-05,0.06625,0.00520937
1.2740e-05,0.06625,0.00425
1.2742e-05,0.0702344,0.00649062
1.2744e-05,0.0642187,0.00689062
1.2746e-05,0.0742188,0.00649062
1.2748e-05,0.06625,0.00360937
1.2750e-05,0.0682031,0.00353125
1.2752e-05,0.06625,0.00680937
1.2754e-05,0.0602344,0.00449062
1.2756e-05,0.0682031,0.00889062
1.2758e-05,0.0642187,0.00609062
1.2760e-05,0.0642187,0.00769062
1.2762e-05,0.0642187,0.00545
1.2764e-05,0.0642187,0.00553125
1.2766e-05,0.0642187,0.00792812
1.2768e-05,0.0602344,0.00752812
1.2770e-05,0.0682031,0.00872812
1.2772e-05,0.0642187,0.00800937
1.2774e-05,0.05625,0.00600937
1.2776e-05,0.06625,0.00593125
1.2778e-05,0.0702344,0.00625
1.2780e-05,0.0702344,0.00776875
1.2782e-05,0.06625,0.00825
1.2784e-05,0.0682031,0.00680937
1.2786e-05,0.0602344,0.00520937
1.2788e-05,0.0621875,0.00625
1.2790e-05,0.0621875,0.00656875
1.2792e-05,0.0602344,0.00800937
1.2794e-05,0.06625,0.00625
1.2796e-05,0.0621875,0.00769062
1.2798e-05,0.05625,0.00625
1.2800e-05,0.0582031,0.00672812
1.2802e-05,0.0542187,0.00633125
1.2804e-05,0.0582031,0.00736875
1.2806e-05,0.0621875,0.00936875
1.2808e-05,0.0602344,0.00769062
1.2810e-05,0.0582031,0.00752812
1.2812e-05,0.0642187,0.00489062
1.2814e-05,0.0582031,0.00593125
1.2816e-05,0.0642187,0.00832812
1.2818e-05,0.0642187,0.00696875
1.2820e-05,0.0642187,0.00832812
1.2822e-05,0.0621875,0.00353125
1.2824e-05,0.0602344,0.00473125
1.2826e-05,0.0582031,0.00672812
1.2828e-05,0.05625,0.00473125
1.2830e-05,0.0621875,0.00769062
1.2832e-05,0.0582031,0.00633125
1.2834e-05,0.0582031,0.00705
1.2836e-05,0.05625,0.00705
1.2838e-05,0.05625,0.00449062
1.2840e-05,0.0602344,0.00720937
1.2842e-05,0.05625,0.00720937
1.2844e-05,0.0522656,0.00569062
1.2846e-05,0.05625,0.00553125
1.2848e-05,0.0621875,0.00649062
1.2850e-05,0.05625,0.00656875
1.2852e-05,0.05625,0.00992812
1.2854e-05,0.0582031,0.00473125
1.2856e-05,0.0621875,0.00496875
1.2858e-05,0.05625,0.00992812
1.2860e-05,0.0602344,0.00672812
1.2862e-05,0.05625,0.00816875
1.2864e-05,0.0542187,0.00696875
1.2866e-05,0.0582031,0.00776875
1.2868e-05,0.05625,0.00473125
1.2870e-05,0.0582031,0.00480937
1.2872e-05,0.05625,0.00672812
1.2874e-05,0.0602344,0.00705
1.2876e-05,0.0621875,0.00480937
1.2878e-05,0.0582031,0.00609062
1.2880e-05,0.0621875,0.00625
1.2882e-05,0.05625,0.00649062
1.2884e-05,0.05625,0.00752812
1.2886e-05,0.05625,0.00385
1.2888e-05,0.0582031,0.00353125
1.2890e-05,0.0582031,0.00633125
1.2892e-05,0.0542187,0.00832812
1.2894e-05,0.05625,0.00672812
1.2896e-05,0.05625,0.00440937
1.2898e-05,0.0542187,0.00505
1.2900e-05,0.0621875,0.00792812
1.2902e-05,0.0602344,0.00633125
1.2904e-05,0.0602344,0.00672812
1.2906e-05,0.05625,0.00489062
1.2908e-05,0.0542187,0.00616875
1.2910e-05,0.0502344,0.00416875
1.2912e-05,0.0582031,0.00745
1.2914e-05,0.05625,0.00785
1.2916e-05,0.0522656,0.00633125
1.2918e-05,0.0542187,0.00553125
1.2920e-05,0.05625,0.00536875
1.2922e-05,0.0522656,0.00905
1.2924e-05,0.0582031,0.00513125
1.2926e-05,0.0542187,0.00600937
1.2928e-05,0.0522656,0.00712812
1.2930e-05,0.0582031,0.00400937
1.2932e-05,0.0542187,0.00712812
